# k1/kF k2/kF k3/kF P(k1) P(k2)       P(k3)       B0+BSN        BSN    N_tr    B2      B4
# 
46 46 24 2.23620644e+01 2.23620644e+01 6.20309181e+01 1.46004766e+04 6.74657666e+03 3.15299760e+07 1.51496301e+03 5.16087097e+02
46 46 26 2.23620644e+01 2.23620644e+01 5.08500633e+01 1.35001416e+04 6.24813086e+03 3.45619680e+07 4.13157928e+02 -9.60265808e+02
46 46 28 2.23620644e+01 2.23620644e+01 4.90490913e+01 1.32997920e+04 6.16784277e+03 3.67515840e+07 2.46721777e+03 9.32244995e+02
46 46 30 2.23620644e+01 2.23620644e+01 4.34838142e+01 1.24028018e+04 5.91974121e+03 3.94815840e+07 1.52399719e+03 1.01221375e+02
46 46 32 2.23620644e+01 2.23620644e+01 3.97891655e+01 1.22664512e+04 5.75503223e+03 4.25204880e+07 6.59975220e+02 -6.68492859e+02
46 46 34 2.23620644e+01 2.23620644e+01 3.51401558e+01 1.17754414e+04 5.54777832e+03 4.50531840e+07 1.32255933e+03 -3.90004822e+02
46 46 36 2.23620644e+01 2.23620644e+01 3.17435570e+01 1.09622119e+04 5.39635693e+03 4.75497600e+07 1.03378442e+03 -1.74480469e+02
46 46 38 2.23620644e+01 2.23620644e+01 3.00066967e+01 1.10055029e+04 5.31892725e+03 5.00484240e+07 7.89763672e+02 3.30437836e+02
46 46 40 2.23620644e+01 2.23620644e+01 2.68786259e+01 1.06880664e+04 5.17947656e+03 5.26531680e+07 1.32191187e+03 -6.41325045e+00
46 46 42 2.23620644e+01 2.23620644e+01 2.54030800e+01 1.08460703e+04 5.11369629e+03 5.55630000e+07 9.27330750e+02 1.60243164e+02
46 46 44 2.23620644e+01 2.23620644e+01 2.31366482e+01 1.04328154e+04 5.01265820e+03 5.84041680e+07 1.16694238e+03 1.99725601e+02
46 46 46 2.23620644e+01 2.23620644e+01 2.23620644e+01 1.02958047e+04 4.97812695e+03 6.03934560e+07 8.62202576e+02 -4.99982941e+02
48 24 24 2.01204910e+01 6.20309181e+01 6.20309181e+01 2.37388066e+04 8.41509668e+03 8.43987800e+06 8.62453223e+03 -1.70673047e+03
48 26 22 2.01204910e+01 5.08500633e+01 7.16902695e+01 2.24731797e+04 8.34726758e+03 8.56157000e+06 7.99914404e+03 1.57674011e+03
48 26 24 2.01204910e+01 5.08500633e+01 6.20309181e+01 2.12497969e+04 7.91665039e+03 1.84985820e+07 8.90727539e+03 1.51144690e+03
48 26 26 2.01204910e+01 5.08500633e+01 5.08500633e+01 1.87714941e+04 7.41820459e+03 2.07716640e+07 6.75812158e+03 4.18777893e+02
48 28 20 2.01204910e+01 4.90490913e+01 7.83916702e+01 2.35223320e+04 8.56572949e+03 8.36075000e+06 1.00284531e+04 -3.15192163e+03
48 28 22 2.01204910e+01 4.90490913e+01 7.16902695e+01 2.22826523e+04 8.26697949e+03 1.80613260e+07 7.37686230e+03 1.50510132e+02
48 28 24 2.01204910e+01 4.90490913e+01 6.20309181e+01 2.04944688e+04 7.83636230e+03 2.01489120e+07 7.65278223e+03 2.09024609e+03
48 28 26 2.01204910e+01 4.90490913e+01 5.08500633e+01 1.83336465e+04 7.33791650e+03 2.20843680e+07 6.88295605e+03 -1.26428947e+02
48 28 28 2.01204910e+01 4.90490913e+01 4.90490913e+01 1.68143184e+04 7.25762891e+03 2.34949920e+07 3.48115063e+03 1.30090759e+03
48 30 18 2.01204910e+01 4.34838142e+01 8.87933197e+01 2.40171309e+04 8.78133691e+03 7.95336600e+06 1.04045283e+04 5.56172314e+03
48 30 20 2.01204910e+01 4.34838142e+01 7.83916702e+01 2.19801777e+04 8.31762793e+03 1.78059500e+07 7.18183447e+03 1.30783167e+03
48 30 22 2.01204910e+01 4.34838142e+01 7.16902695e+01 1.97973926e+04 8.01887744e+03 1.98463200e+07 5.22689551e+03 1.31566559e+02
48 30 24 2.01204910e+01 4.34838142e+01 6.20309181e+01 1.86125215e+04 7.58826074e+03 2.16533520e+07 5.20984180e+03 6.13313232e+02
48 30 26 2.01204910e+01 4.34838142e+01 5.08500633e+01 1.73278379e+04 7.08981494e+03 2.37326180e+07 5.45008740e+03 1.51295398e+03
48 30 28 2.01204910e+01 4.34838142e+01 4.90490913e+01 1.65558574e+04 7.00952686e+03 2.52414960e+07 3.76571655e+03 1.33031323e+03
48 30 30 2.01204910e+01 4.34838142e+01 4.34838142e+01 1.58651074e+04 6.76142529e+03 2.71094880e+07 4.50304785e+03 4.37812561e+02
48 32 16 2.01204910e+01 3.97891655e+01 1.04202759e+02 2.55350820e+04 9.30358594e+03 7.54322600e+06 1.04852861e+04 3.99883765e+03
48 32 18 2.01204910e+01 3.97891655e+01 8.87933197e+01 2.35890723e+04 8.61662793e+03 1.72404380e+07 9.01919141e+03 -1.78723022e+02
48 32 20 2.01204910e+01 3.97891655e+01 7.83916702e+01 2.08131934e+04 8.15291943e+03 1.96365840e+07 5.44562207e+03 1.85219299e+03
48 32 22 2.01204910e+01 3.97891655e+01 7.16902695e+01 1.94172656e+04 7.85416895e+03 2.13735120e+07 4.20745117e+03 1.03978065e+02
48 32 24 2.01204910e+01 3.97891655e+01 6.20309181e+01 1.79580566e+04 7.42355225e+03 2.33179920e+07 4.04601172e+03 -5.87187500e+02
48 32 26 2.01204910e+01 3.97891655e+01 5.08500633e+01 1.54740381e+04 6.92510596e+03 2.55512900e+07 3.51940503e+03 5.64022522e+02
48 32 28 2.01204910e+01 3.97891655e+01 4.90490913e+01 1.55523477e+04 6.84481836e+03 2.71825920e+07 2.69337280e+03 2.31516821e+03
48 32 30 2.01204910e+01 3.97891655e+01 4.34838142e+01 1.53555059e+04 6.59671631e+03 2.92046400e+07 3.51130273e+03 1.77911316e+03
48 32 32 2.01204910e+01 3.97891655e+01 3.97891655e+01 1.43137939e+04 6.43200781e+03 3.14493360e+07 6.44294800e+02 1.82875061e+02
48 34 14 2.01204910e+01 3.51401558e+01 1.31471008e+02 2.83883242e+04 1.03119580e+04 7.11171800e+06 1.26586582e+04 4.32756787e+03
48 34 16 2.01204910e+01 3.51401558e+01 1.04202759e+02 2.42115020e+04 9.09633203e+03 1.60743660e+07 8.57976660e+03 2.21572070e+03
48 34 18 2.01204910e+01 3.51401558e+01 8.87933197e+01 2.20542969e+04 8.40937402e+03 1.87169280e+07 8.06858252e+03 5.32872070e+02
48 34 20 2.01204910e+01 3.51401558e+01 7.83916702e+01 1.91167734e+04 7.94566553e+03 2.08049040e+07 5.67854150e+03 -6.65120056e+02
48 34 22 2.01204910e+01 3.51401558e+01 7.16902695e+01 1.86974531e+04 7.64691504e+03 2.26538400e+07 5.66566309e+03 1.81239136e+03
48 34 24 2.01204910e+01 3.51401558e+01 6.20309181e+01 1.65459980e+04 7.21629785e+03 2.47074700e+07 3.56396997e+03 1.01104944e+03
48 34 26 2.01204910e+01 3.51401558e+01 5.08500633e+01 1.54761299e+04 6.71785205e+03 2.70857040e+07 3.33828394e+03 -6.55633179e+02
48 34 28 2.01204910e+01 3.51401558e+01 4.90490913e+01 1.52727578e+04 6.63756396e+03 2.87975040e+07 2.92803784e+03 6.15895508e+02
48 34 30 2.01204910e+01 3.51401558e+01 4.34838142e+01 1.45439980e+04 6.38946240e+03 3.09461980e+07 2.65342505e+03 -6.24767334e+02
48 34 32 2.01204910e+01 3.51401558e+01 3.97891655e+01 1.38761133e+04 6.22475391e+03 3.33251760e+07 2.56784253e+03 -3.12349762e+02
48 34 34 2.01204910e+01 3.51401558e+01 3.51401558e+01 1.32038945e+04 6.01749951e+03 3.53142240e+07 8.09454346e+02 -1.25031421e+03
48 36 12 2.01204910e+01 3.17435570e+01 1.56465820e+02 2.98346582e+04 1.12748135e+04 6.45432200e+06 1.62647998e+04 1.71423169e+03
48 36 14 2.01204910e+01 3.17435570e+01 1.31471008e+02 2.63477461e+04 1.01605371e+04 1.49060220e+07 1.09586846e+04 4.15455029e+03
48 36 16 2.01204910e+01 3.17435570e+01 1.04202759e+02 2.25656699e+04 8.94491016e+03 1.73620080e+07 6.27632666e+03 1.42790149e+03
48 36 18 2.01204910e+01 3.17435570e+01 8.87933197e+01 1.94546133e+04 8.25795312e+03 1.97498880e+07 5.01837402e+03 2.31713281e+03
48 36 20 2.01204910e+01 3.17435570e+01 7.83916702e+01 1.76363086e+04 7.79424365e+03 2.19558720e+07 4.88112646e+03 4.11901886e+02
48 36 22 2.01204910e+01 3.17435570e+01 7.16902695e+01 1.72059570e+04 7.49549316e+03 2.39017920e+07 2.99154028e+03 5.70107803e+01
48 36 24 2.01204910e+01 3.17435570e+01 6.20309181e+01 1.59286865e+04 7.06487646e+03 2.60633500e+07 4.55391064e+03 5.59351318e+02
48 36 26 2.01204910e+01 3.17435570e+01 5.08500633e+01 1.49139785e+04 6.56643066e+03 2.85845760e+07 2.89116187e+03 -2.55610626e+02
48 36 28 2.01204910e+01 3.17435570e+01 4.90490913e+01 1.43014893e+04 6.48614258e+03 3.03915840e+07 2.04747437e+03 -4.11380371e+02
48 36 30 2.01204910e+01 3.17435570e+01 4.34838142e+01 1.35898760e+04 6.23804102e+03 3.26455440e+07 2.58013574e+03 1.64921716e+03
48 36 32 2.01204910e+01 3.17435570e+01 3.97891655e+01 1.34719941e+04 6.07333203e+03 3.51660000e+07 1.07784485e+03 9.13902649e+02
48 36 34 2.01204910e+01 3.17435570e+01 3.51401558e+01 1.28650820e+04 5.86607812e+03 3.72555840e+07 1.55378040e+03 2.31837891e+02
48 36 36 2.01204910e+01 3.17435570e+01 3.17435570e+01 1.18111084e+04 5.71465674e+03 3.93204240e+07 1.88683923e+03 1.09400513e+03
48 38 10 2.01204910e+01 3.00066967e+01 1.90377258e+02 3.57441445e+04 1.27091660e+04 5.69286200e+06 1.69028906e+04 1.75226660e+03
48 38 12 2.01204910e+01 3.00066967e+01 1.56465820e+02 2.91090352e+04 1.11973838e+04 1.34258210e+07 1.09868340e+04 1.53531738e+03
48 38 14 2.01204910e+01 3.00066967e+01 1.31471008e+02 2.53350645e+04 1.00831074e+04 1.60472640e+07 6.85892627e+03 2.79510773e+02
48 38 16 2.01204910e+01 3.00066967e+01 1.04202759e+02 2.14362285e+04 8.86748047e+03 1.82763600e+07 4.12100781e+03 -1.71608734e+01
48 38 18 2.01204910e+01 3.00066967e+01 8.87933197e+01 1.95994844e+04 8.18052295e+03 2.07900240e+07 4.49816309e+03 1.90177661e+03
48 38 20 2.01204910e+01 3.00066967e+01 7.83916702e+01 1.85029238e+04 7.71681396e+03 2.31006240e+07 4.38124658e+03 1.48629797e+03
48 38 22 2.01204910e+01 3.00066967e+01 7.16902695e+01 1.69995508e+04 7.41806348e+03 2.51548320e+07 2.14890771e+03 9.36222778e+02
48 38 24 2.01204910e+01 3.00066967e+01 6.20309181e+01 1.53762666e+04 6.98744678e+03 2.74456080e+07 2.73396411e+03 -7.44876343e+02
48 38 26 2.01204910e+01 3.00066967e+01 5.08500633e+01 1.42537012e+04 6.48900049e+03 3.00759360e+07 2.71905688e+03 -2.46814331e+02
48 38 28 2.01204910e+01 3.00066967e+01 4.90490913e+01 1.38752148e+04 6.40871289e+03 3.19880160e+07 2.24422754e+03 -1.87217139e+03
48 38 30 2.01204910e+01 3.00066967e+01 4.34838142e+01 1.36536504e+04 6.16061133e+03 3.43605360e+07 1.12850806e+03 7.28603577e+02
48 38 32 2.01204910e+01 3.00066967e+01 3.97891655e+01 1.32885264e+04 5.99590234e+03 3.70036560e+07 2.90389453e+03 5.89133301e+02
48 38 34 2.01204910e+01 3.00066967e+01 3.51401558e+01 1.24452705e+04 5.78864844e+03 3.92233440e+07 2.39388989e+03 2.11171600e+02
48 38 36 2.01204910e+01 3.00066967e+01 3.17435570e+01 1.16375068e+04 5.63722656e+03 4.13762640e+07 1.71905701e+03 4.49783569e+02
48 38 38 2.01204910e+01 3.00066967e+01 3.00066967e+01 1.16076377e+04 5.55979688e+03 4.35589920e+07 4.49016235e+02 -2.12659821e+02
48 40 8 2.01204910e+01 2.68786259e+01 2.20283844e+02 3.90323477e+04 1.39029609e+04 4.66249400e+06 1.52024385e+04 5.51514771e+02
48 40 10 2.01204910e+01 2.68786259e+01 1.90377258e+02 3.40262773e+04 1.25697158e+04 1.19150940e+07 1.18781611e+04 1.94434631e+03
48 40 12 2.01204910e+01 2.68786259e+01 1.56465820e+02 2.78583574e+04 1.10579336e+04 1.44493910e+07 7.29322119e+03 1.08752661e+03
48 40 14 2.01204910e+01 2.68786259e+01 1.31471008e+02 2.45830156e+04 9.94365625e+03 1.68877920e+07 5.59465723e+03 6.75102173e+02
48 40 16 2.01204910e+01 2.68786259e+01 1.04202759e+02 2.06889883e+04 8.72803027e+03 1.92279840e+07 3.21988623e+03 -2.74873584e+03
48 40 18 2.01204910e+01 2.68786259e+01 8.87933197e+01 1.85226816e+04 8.04107275e+03 2.18717280e+07 2.12088110e+03 -1.01298041e+03
48 40 20 2.01204910e+01 2.68786259e+01 7.83916702e+01 1.71691895e+04 7.57736377e+03 2.43189120e+07 2.08545483e+03 9.14658813e+02
48 40 22 2.01204910e+01 2.68786259e+01 7.16902695e+01 1.61571465e+04 7.27861328e+03 2.64683260e+07 3.44433643e+03 5.55212769e+02
48 40 24 2.01204910e+01 2.68786259e+01 6.20309181e+01 1.51795986e+04 6.84799658e+03 2.88719520e+07 2.89365991e+03 8.16310425e+02
48 40 26 2.01204910e+01 2.68786259e+01 5.08500633e+01 1.38846914e+04 6.34955029e+03 3.16443360e+07 2.01266406e+03 5.51521606e+02
48 40 28 2.01204910e+01 2.68786259e+01 4.90490913e+01 1.39696660e+04 6.26926270e+03 3.36576960e+07 2.05834619e+03 -4.59415054e+01
48 40 30 2.01204910e+01 2.68786259e+01 4.34838142e+01 1.33837646e+04 6.02116064e+03 3.61566480e+07 1.15636218e+03 1.77149002e+02
48 40 32 2.01204910e+01 2.68786259e+01 3.97891655e+01 1.26368496e+04 5.85645215e+03 3.89430720e+07 1.63199731e+03 1.33345288e+03
48 40 34 2.01204910e+01 2.68786259e+01 3.51401558e+01 1.19507002e+04 5.64919775e+03 4.12713840e+07 8.52717407e+02 -3.78032867e+02
48 40 36 2.01204910e+01 2.68786259e+01 3.17435570e+01 1.16308574e+04 5.49777637e+03 4.35419520e+07 1.39938049e+03 9.04697815e+02
48 40 38 2.01204910e+01 2.68786259e+01 3.00066967e+01 1.12988623e+04 5.42034668e+03 4.58217840e+07 1.50533337e+03 -3.34736023e+02
48 40 40 2.01204910e+01 2.68786259e+01 2.68786259e+01 1.10576240e+04 5.28089648e+03 4.82208920e+07 1.71961389e+03 1.00734967e+03
48 42 6 2.01204910e+01 2.54030800e+01 3.13019745e+02 4.76093398e+04 1.79713750e+04 3.58671800e+06 2.28592383e+04 2.65169409e+03
48 42 8 2.01204910e+01 2.54030800e+01 2.20283844e+02 3.64361797e+04 1.38371797e+04 9.99505800e+06 9.11577637e+03 2.87177759e+03
48 42 10 2.01204910e+01 2.54030800e+01 1.90377258e+02 2.99146289e+04 1.25039346e+04 1.28785680e+07 5.22494482e+03 -2.05414380e+03
48 42 12 2.01204910e+01 2.54030800e+01 1.56465820e+02 2.63272031e+04 1.09921533e+04 1.52488320e+07 4.71109766e+03 7.39713684e+02
48 42 14 2.01204910e+01 2.54030800e+01 1.31471008e+02 2.36170723e+04 9.87787598e+03 1.78310160e+07 3.98685962e+03 -6.28078857e+02
48 42 16 2.01204910e+01 2.54030800e+01 1.04202759e+02 1.98994199e+04 8.66225000e+03 2.02925040e+07 2.55726465e+03 -1.77265125e+03
48 42 18 2.01204910e+01 2.54030800e+01 8.87933197e+01 1.79714316e+04 7.97529199e+03 2.30854560e+07 2.15676099e+03 1.49825488e+03
48 42 20 2.01204910e+01 2.54030800e+01 7.83916702e+01 1.70940645e+04 7.51158350e+03 2.56571280e+07 1.76031921e+03 1.05373401e+03
48 42 22 2.01204910e+01 2.54030800e+01 7.16902695e+01 1.59612080e+04 7.21283301e+03 2.79375600e+07 2.98541650e+03 1.32811011e+03
48 42 24 2.01204910e+01 2.54030800e+01 6.20309181e+01 1.51177617e+04 6.78221582e+03 3.04647840e+07 1.52252979e+03 -8.51507935e+02
48 42 26 2.01204910e+01 2.54030800e+01 5.08500633e+01 1.38678379e+04 6.28377002e+03 3.33953520e+07 1.48201038e+03 8.06351196e+02
48 42 28 2.01204910e+01 2.54030800e+01 4.90490913e+01 1.34909551e+04 6.20348193e+03 3.55177920e+07 1.58218042e+03 1.91053726e+02
48 42 30 2.01204910e+01 2.54030800e+01 4.34838142e+01 1.26313252e+04 5.95538037e+03 3.81678480e+07 7.08880249e+02 7.34188538e+02
48 42 32 2.01204910e+01 2.54030800e+01 3.97891655e+01 1.24679346e+04 5.79067188e+03 4.10969280e+07 9.93333923e+02 9.05512085e+02
48 42 34 2.01204910e+01 2.54030800e+01 3.51401558e+01 1.20425088e+04 5.58341748e+03 4.35429120e+07 1.38142322e+03 1.04964844e+03
48 42 36 2.01204910e+01 2.54030800e+01 3.17435570e+01 1.13215469e+04 5.43199609e+03 4.59555120e+07 6.69777893e+02 1.23428345e+02
48 42 38 2.01204910e+01 2.54030800e+01 3.00066967e+01 1.11954717e+04 5.35456641e+03 4.83687600e+07 1.29126367e+03 9.07860046e+02
48 42 40 2.01204910e+01 2.54030800e+01 2.68786259e+01 1.09366738e+04 5.21511621e+03 5.08969680e+07 1.53052039e+03 9.66466309e+02
48 42 42 2.01204910e+01 2.54030800e+01 2.54030800e+01 1.07424150e+04 5.14933545e+03 5.36902560e+07 7.79705505e+02 -4.46203003e+01
48 44 4 2.01204910e+01 2.31366482e+01 3.98782349e+02 5.54282539e+04 2.16936602e+04 2.55576600e+06 1.89248691e+04 2.15220932e+02
48 44 6 2.01204910e+01 2.31366482e+01 3.13019745e+02 4.64804141e+04 1.78703379e+04 7.72105400e+06 1.32955625e+04 -2.47957617e+03
48 44 8 2.01204910e+01 2.31366482e+01 2.20283844e+02 3.37881172e+04 1.37361416e+04 1.07766480e+07 6.29211719e+03 1.43762915e+03
48 44 10 2.01204910e+01 2.31366482e+01 1.90377258e+02 2.97696523e+04 1.24028965e+04 1.35397440e+07 5.22464404e+03 -1.98299011e+03
48 44 12 2.01204910e+01 2.31366482e+01 1.56465820e+02 2.49535098e+04 1.08911152e+04 1.60278710e+07 1.66924231e+03 1.13628639e+02
48 44 14 2.01204910e+01 2.31366482e+01 1.31471008e+02 2.26266270e+04 9.77683789e+03 1.87358880e+07 3.02759448e+03 -1.19423096e+03
48 44 16 2.01204910e+01 2.31366482e+01 1.04202759e+02 1.94048398e+04 8.56121191e+03 2.13299040e+07 3.28465503e+03 7.78659119e+02
48 44 18 2.01204910e+01 2.31366482e+01 8.87933197e+01 1.74778281e+04 7.87425391e+03 2.42596800e+07 1.51766797e+03 1.03162097e+03
48 44 20 2.01204910e+01 2.31366482e+01 7.83916702e+01 1.64073516e+04 7.41054541e+03 2.69665920e+07 1.33404004e+03 -1.40747180e+03
48 44 22 2.01204910e+01 2.31366482e+01 7.16902695e+01 1.58428809e+04 7.11179492e+03 2.93618380e+07 1.30296667e+03 2.24646740e+01
48 44 24 2.01204910e+01 2.31366482e+01 6.20309181e+01 1.47881689e+04 6.68117773e+03 3.20268720e+07 1.08360974e+03 8.95649780e+02
48 44 26 2.01204910e+01 2.31366482e+01 5.08500633e+01 1.30998125e+04 6.18273193e+03 3.51073920e+07 8.31052429e+02 -5.98049377e+02
48 44 28 2.01204910e+01 2.31366482e+01 4.90490913e+01 1.30936406e+04 6.10244385e+03 3.73332480e+07 1.44748376e+03 9.87482834e+01
48 44 30 2.01204910e+01 2.31366482e+01 4.34838142e+01 1.24711768e+04 5.85434229e+03 4.01104560e+07 1.43255237e+03 6.61503235e+02
48 44 32 2.01204910e+01 2.31366482e+01 3.97891655e+01 1.21956328e+04 5.68963379e+03 4.31971680e+07 1.76430139e+03 -8.35097885e+01
48 44 34 2.01204910e+01 2.31366482e+01 3.51401558e+01 1.15978525e+04 5.48237939e+03 4.57761120e+07 1.25409448e+03 4.50430969e+02
48 44 36 2.01204910e+01 2.31366482e+01 3.17435570e+01 1.11728359e+04 5.33095801e+03 4.82979800e+07 6.18753174e+02 7.22779846e+02
48 44 38 2.01204910e+01 2.31366482e+01 3.00066967e+01 1.10670322e+04 5.25352832e+03 5.08289760e+07 6.81582031e+02 3.55698761e+02
48 44 40 2.01204910e+01 2.31366482e+01 2.68786259e+01 1.06443369e+04 5.11407812e+03 5.34890160e+07 1.07859363e+03 6.67348145e+02
48 44 42 2.01204910e+01 2.31366482e+01 2.54030800e+01 1.08084824e+04 5.04829736e+03 5.64564280e+07 8.75790100e+02 -4.38495560e+01
48 44 44 2.01204910e+01 2.31366482e+01 2.31366482e+01 1.00664141e+04 4.94725928e+03 5.93388040e+07 1.21381982e+03 1.05324512e+03
48 46 2 2.01204910e+01 2.23620644e+01 6.35353516e+02 7.76502266e+04 3.22055430e+04 1.23458000e+06 1.65632031e+04 2.88309062e+04
48 46 4 2.01204910e+01 2.23620644e+01 3.98782349e+02 5.64298320e+04 2.16591289e+04 5.35707800e+06 1.83910547e+04 2.28107910e+03
48 46 6 2.01204910e+01 2.23620644e+01 3.13019745e+02 4.31857930e+04 1.78358066e+04 8.18076000e+06 1.59170129e+03 3.90300415e+03
48 46 8 2.01204910e+01 2.23620644e+01 2.20283844e+02 3.33383828e+04 1.37016104e+04 1.11469920e+07 3.20696558e+03 5.76178223e+03
48 46 10 2.01204910e+01 2.23620644e+01 1.90377258e+02 2.93709727e+04 1.23683652e+04 1.39967530e+07 4.27832568e+03 3.68796692e+02
48 46 12 2.01204910e+01 2.23620644e+01 1.56465820e+02 2.44316660e+04 1.08565840e+04 1.65754560e+07 3.33380273e+03 7.00018677e+02
48 46 14 2.01204910e+01 2.23620644e+01 1.31471008e+02 2.25934805e+04 9.74230664e+03 1.93623120e+07 2.89693945e+03 5.58494446e+02
48 46 16 2.01204910e+01 2.23620644e+01 1.04202759e+02 1.94017852e+04 8.52668066e+03 2.20515120e+07 2.08351416e+03 -1.63056934e+03
48 46 18 2.01204910e+01 2.23620644e+01 8.87933197e+01 1.73909141e+04 7.83972266e+03 2.50913300e+07 1.19520679e+03 8.27645935e+02
48 46 20 2.01204910e+01 2.23620644e+01 7.83916702e+01 1.61316963e+04 7.37601416e+03 2.78840660e+07 1.20340540e+03 1.91492041e+03
48 46 22 2.01204910e+01 2.23620644e+01 7.16902695e+01 1.56133271e+04 7.07726367e+03 3.03628560e+07 1.43360046e+03 5.31775757e+02
48 46 24 2.01204910e+01 2.23620644e+01 6.20309181e+01 1.47024912e+04 6.64664648e+03 3.31110240e+07 1.92000232e+03 -3.52090271e+02
48 46 26 2.01204910e+01 2.23620644e+01 5.08500633e+01 1.33496475e+04 6.14820068e+03 3.62969760e+07 1.13006848e+03 -9.02978363e+01
48 46 28 2.01204910e+01 2.23620644e+01 4.90490913e+01 1.32272158e+04 6.06791260e+03 3.86008560e+07 9.88921936e+02 -8.91294861e+02
48 46 30 2.01204910e+01 2.23620644e+01 4.34838142e+01 1.24850498e+04 5.81981104e+03 4.14694320e+07 1.53913684e+03 4.07469482e+02
48 46 32 2.01204910e+01 2.23620644e+01 3.97891655e+01 1.18914141e+04 5.65510254e+03 4.46660880e+07 4.04943024e+02 -6.83405396e+02
48 46 34 2.01204910e+01 2.23620644e+01 3.51401558e+01 1.16324824e+04 5.44784814e+03 4.73282400e+07 7.33527832e+02 1.25849960e+02
48 46 36 2.01204910e+01 2.23620644e+01 3.17435570e+01 1.10573926e+04 5.29642676e+03 4.99321240e+07 8.60156128e+02 -2.05817276e+02
48 46 38 2.01204910e+01 2.23620644e+01 3.00066967e+01 1.09652998e+04 5.21899707e+03 5.25604560e+07 9.22857422e+02 1.52209702e+02
48 46 40 2.01204910e+01 2.23620644e+01 2.68786259e+01 1.05640908e+04 5.07954688e+03 5.53056040e+07 3.80500397e+02 5.60837952e+02
48 46 42 2.01204910e+01 2.23620644e+01 2.54030800e+01 1.07190791e+04 5.01376611e+03 5.83687200e+07 1.26204407e+03 8.51260132e+02
48 46 44 2.01204910e+01 2.23620644e+01 2.31366482e+01 1.04003018e+04 4.91272803e+03 6.13459440e+07 1.07529749e+03 5.25428345e+02
48 46 46 2.01204910e+01 2.23620644e+01 2.23620644e+01 1.03383203e+04 4.87819678e+03 6.34313320e+07 -1.91629333e+02 7.60656128e+02
48 48 2 2.01204910e+01 2.01204910e+01 6.35353516e+02 7.82936250e+04 3.21056133e+04 2.32358400e+06 3.89852222e+03 -1.74306797e+04
48 48 4 2.01204910e+01 2.01204910e+01 3.98782349e+02 4.89827656e+04 2.15591992e+04 5.77015200e+06 5.48767188e+03 1.44051514e+03
48 48 6 2.01204910e+01 2.01204910e+01 3.13019745e+02 4.33927969e+04 1.77358770e+04 8.60059200e+06 -5.86608984e+03 3.57731567e+03
48 48 8 2.01204910e+01 2.01204910e+01 2.20283844e+02 3.15200371e+04 1.36016807e+04 1.17037920e+07 3.01978088e+02 -4.52522900e+03
48 48 10 2.01204910e+01 2.01204910e+01 1.90377258e+02 2.77507891e+04 1.22684355e+04 1.47030720e+07 2.46733081e+03 4.85353424e+02
48 48 12 2.01204910e+01 2.01204910e+01 1.56465820e+02 2.49810234e+04 1.07566533e+04 1.73992560e+07 -1.23122180e+03 5.15729828e+01
48 48 14 2.01204910e+01 2.01204910e+01 1.31471008e+02 2.10664180e+04 9.64237695e+03 2.03525760e+07 1.78874609e+03 5.91514648e+02
48 48 16 2.01204910e+01 2.01204910e+01 1.04202759e+02 1.87239727e+04 8.42675000e+03 2.31601200e+07 1.24783191e+03 1.13973096e+03
48 48 18 2.01204910e+01 2.01204910e+01 8.87933197e+01 1.72607285e+04 7.73979297e+03 2.63499620e+07 1.95663220e+03 8.31684448e+02
48 48 20 2.01204910e+01 2.01204910e+01 7.83916702e+01 1.61830449e+04 7.27608398e+03 2.92939200e+07 6.82758728e+02 -2.01400635e+03
48 48 22 2.01204910e+01 2.01204910e+01 7.16902695e+01 1.55885449e+04 6.97733350e+03 3.18789120e+07 1.19009680e+03 -1.53811865e+03
48 48 24 2.01204910e+01 2.01204910e+01 6.20309181e+01 1.39101680e+04 6.54671680e+03 3.47845680e+07 1.07026355e+03 9.34478638e+02
48 48 26 2.01204910e+01 2.01204910e+01 5.08500633e+01 1.25147070e+04 6.04827051e+03 3.81222960e+07 9.11678894e+02 8.01442261e+02
48 48 28 2.01204910e+01 2.01204910e+01 4.90490913e+01 1.26209014e+04 5.96798291e+03 4.05337920e+07 1.24431262e+03 -1.71889206e+02
48 48 30 2.01204910e+01 2.01204910e+01 4.34838142e+01 1.21936260e+04 5.71988086e+03 4.35616320e+07 1.64719373e+03 6.04188660e+02
48 48 32 2.01204910e+01 2.01204910e+01 3.97891655e+01 1.18120312e+04 5.55517236e+03 4.69123200e+07 1.39806604e+03 -4.75794586e+02
