# k1/kF k2/kF k3/kF P(k1) P(k2)       P(k3)       B0+BSN        BSN    N_tr    B2      B4
# 
44 42 20 2.31366482e+01 2.54030800e+01 7.83916702e+01 1.72213535e+04 7.64604492e+03 2.36311440e+07 1.71887341e+03 1.82048303e+03
44 42 22 2.31366482e+01 2.54030800e+01 7.16902695e+01 1.66746113e+04 7.34729395e+03 2.57240880e+07 3.40560229e+03 -3.73937592e+02
44 42 24 2.31366482e+01 2.54030800e+01 6.20309181e+01 1.48350186e+04 6.91667725e+03 2.80553520e+07 1.86655469e+03 4.76148407e+02
44 42 26 2.31366482e+01 2.54030800e+01 5.08500633e+01 1.40814805e+04 6.41823145e+03 3.07547280e+07 9.08508850e+02 -4.84308258e+02
44 42 28 2.31366482e+01 2.54030800e+01 4.90490913e+01 1.38304668e+04 6.33794336e+03 3.27153840e+07 6.29377808e+02 -1.58825836e+01
44 42 30 2.31366482e+01 2.54030800e+01 4.34838142e+01 1.33911807e+04 6.08984180e+03 3.51371040e+07 8.62586121e+02 -3.68521271e+02
44 42 32 2.31366482e+01 2.54030800e+01 3.97891655e+01 1.25487441e+04 5.92513281e+03 3.78460320e+07 3.99231873e+02 6.12020386e+02
44 42 34 2.31366482e+01 2.54030800e+01 3.51401558e+01 1.25694834e+04 5.71787891e+03 4.01021280e+07 1.62026855e+03 7.76366821e+02
44 42 36 2.31366482e+01 2.54030800e+01 3.17435570e+01 1.18034395e+04 5.56645752e+03 4.23101520e+07 1.62418347e+03 4.22815125e+02
44 42 38 2.31366482e+01 2.54030800e+01 3.00066967e+01 1.17699463e+04 5.48902783e+03 4.45491840e+07 1.83805908e+03 3.32246246e+02
44 42 40 2.31366482e+01 2.54030800e+01 2.68786259e+01 1.12104590e+04 5.34957715e+03 4.68610320e+07 1.46362427e+03 1.28721390e+02
44 42 42 2.31366482e+01 2.54030800e+01 2.54030800e+01 1.12567373e+04 5.28379688e+03 4.94419680e+07 1.52535657e+03 1.54878882e+03
44 44 2 2.31366482e+01 2.31366482e+01 6.35353516e+02 8.61138359e+04 3.23745352e+04 1.96934388e+06 1.19565811e+04 -9.24707129e+03
44 44 4 2.31366482e+01 2.31366482e+01 3.98782349e+02 5.21187188e+04 2.18281211e+04 4.89324000e+06 7.92887646e+03 -7.36615906e+02
44 44 6 2.31366482e+01 2.31366482e+01 3.13019745e+02 4.38288438e+04 1.80047988e+04 7.28918400e+06 2.28605005e+03 3.74208521e+03
44 44 8 2.31366482e+01 2.31366482e+01 2.20283844e+02 3.25866367e+04 1.38706035e+04 9.92457600e+06 2.75098486e+03 -2.72090039e+03
44 44 10 2.31366482e+01 2.31366482e+01 1.90377258e+02 2.79495273e+04 1.25373584e+04 1.24678320e+07 -1.65876428e+03 -5.75641211e+03
44 44 12 2.31366482e+01 2.31366482e+01 1.56465820e+02 2.58668164e+04 1.10255762e+04 1.47571930e+07 -4.63829071e+02 -8.05929031e+01
44 44 14 2.31366482e+01 2.31366482e+01 1.31471008e+02 2.24937480e+04 9.91129980e+03 1.72554720e+07 2.72873315e+03 1.92392847e+03
44 44 16 2.31366482e+01 2.31366482e+01 1.04202759e+02 1.95974434e+04 8.69567285e+03 1.96378800e+07 -9.77225647e+01 -1.49369824e+03
44 44 18 2.31366482e+01 2.31366482e+01 8.87933197e+01 1.74184551e+04 8.00871533e+03 2.23511280e+07 2.58311108e+03 1.87049036e+03
44 44 20 2.31366482e+01 2.31366482e+01 7.83916702e+01 1.66546387e+04 7.54500635e+03 2.48345280e+07 1.11200330e+03 -1.58760315e+02
44 44 22 2.31366482e+01 2.31366482e+01 7.16902695e+01 1.57626543e+04 7.24625586e+03 2.70366740e+07 1.62923450e+03 1.10172156e+03
44 44 24 2.31366482e+01 2.31366482e+01 6.20309181e+01 1.45863906e+04 6.81563916e+03 2.94966480e+07 2.16385278e+03 -7.50983582e+01
44 44 26 2.31366482e+01 2.31366482e+01 5.08500633e+01 1.36275430e+04 6.31719336e+03 3.23263420e+07 1.19292493e+03 -4.99680084e+02
44 44 28 2.31366482e+01 2.31366482e+01 4.90490913e+01 1.37762393e+04 6.23690527e+03 3.43706400e+07 6.18969604e+02 8.99023132e+02
44 44 30 2.31366482e+01 2.31366482e+01 4.34838142e+01 1.30617539e+04 5.98880371e+03 3.69372480e+07 1.94969128e+03 5.44862610e+02
44 44 32 2.31366482e+01 2.31366482e+01 3.97891655e+01 1.26467773e+04 5.82409473e+03 3.97800240e+07 1.70112341e+03 -2.88101807e+02
44 44 34 2.31366482e+01 2.31366482e+01 3.51401558e+01 1.15336133e+04 5.61684082e+03 4.21424160e+07 5.94405273e+02 -1.01564850e+02
44 44 36 2.31366482e+01 2.31366482e+01 3.17435570e+01 1.13897793e+04 5.46541943e+03 4.44837120e+07 1.89853357e+03 2.66272919e+02
44 44 38 2.31366482e+01 2.31366482e+01 3.00066967e+01 1.13908115e+04 5.38798926e+03 4.68032400e+07 3.93067596e+02 3.10625824e+02
44 44 40 2.31366482e+01 2.31366482e+01 2.68786259e+01 1.08224092e+04 5.24853906e+03 4.92594240e+07 8.04479553e+02 -4.07921875e+02
44 44 42 2.31366482e+01 2.31366482e+01 2.54030800e+01 1.10444609e+04 5.18275879e+03 5.19911760e+07 1.08192517e+03 -1.77503677e+02
44 44 44 2.31366482e+01 2.31366482e+01 2.31366482e+01 1.06895049e+04 5.08172070e+03 5.46354240e+07 5.38628601e+02 -3.17041412e+02
46 24 22 2.23620644e+01 6.20309181e+01 7.16902695e+01 2.52227832e+04 8.94564355e+03 7.38725000e+06 9.00316309e+03 -4.21631689e+03
46 24 24 2.23620644e+01 6.20309181e+01 6.20309181e+01 2.34579414e+04 8.51502637e+03 1.60690620e+07 9.36493457e+03 1.08272119e+03
46 26 20 2.23620644e+01 5.08500633e+01 7.83916702e+01 2.42644141e+04 8.74594824e+03 7.45457800e+06 9.84796094e+03 7.68489441e+02
46 26 22 2.23620644e+01 5.08500633e+01 7.16902695e+01 2.22672266e+04 8.44719727e+03 1.61568660e+07 8.02548145e+03 2.91403760e+03
46 26 24 2.23620644e+01 5.08500633e+01 6.20309181e+01 2.06040254e+04 8.01658057e+03 1.80475920e+07 6.17290918e+03 1.98436328e+03
46 26 26 2.23620644e+01 5.08500633e+01 5.08500633e+01 1.88415742e+04 7.51813428e+03 1.97694000e+07 6.32989355e+03 3.65393408e+03
46 28 18 2.23620644e+01 4.90490913e+01 8.87933197e+01 2.62603906e+04 9.12936914e+03 7.06352600e+06 1.19215000e+04 3.43325269e+03
46 28 20 2.23620644e+01 4.90490913e+01 7.83916702e+01 2.37716094e+04 8.66566016e+03 1.57861340e+07 1.00721484e+04 3.71818335e+03
46 28 22 2.23620644e+01 4.90490913e+01 7.16902695e+01 2.24903047e+04 8.36690918e+03 1.75925520e+07 7.71909863e+03 1.81667236e+03
46 28 24 2.23620644e+01 4.90490913e+01 6.20309181e+01 1.94084258e+04 7.93629248e+03 1.91870640e+07 5.15060059e+03 9.41097534e+02
46 28 26 2.23620644e+01 4.90490913e+01 5.08500633e+01 1.73457344e+04 7.43784668e+03 2.10285360e+07 5.12140430e+03 -3.31893250e+02
46 28 28 2.23620644e+01 4.90490913e+01 4.90490913e+01 1.71767617e+04 7.35755859e+03 2.23682880e+07 3.93880884e+03 1.46793726e+03
46 30 16 2.23620644e+01 4.34838142e+01 1.04202759e+02 2.79445156e+04 9.56822461e+03 6.61680200e+06 1.01741289e+04 7.33116455e+03
46 30 18 2.23620644e+01 4.34838142e+01 8.87933197e+01 2.39494492e+04 8.88126660e+03 1.52418620e+07 1.16167881e+04 4.06409326e+03
46 30 20 2.23620644e+01 4.34838142e+01 7.83916702e+01 2.15737188e+04 8.41755859e+03 1.73554320e+07 9.05161816e+03 2.73290674e+03
46 30 22 2.23620644e+01 4.34838142e+01 7.16902695e+01 1.97645098e+04 8.11880762e+03 1.88993280e+07 3.82099536e+03 8.99221619e+02
46 30 24 2.23620644e+01 4.34838142e+01 6.20309181e+01 1.89176055e+04 7.68819092e+03 2.06141520e+07 4.51366895e+03 1.23115002e+03
46 30 26 2.23620644e+01 4.34838142e+01 5.08500633e+01 1.70285371e+04 7.18974463e+03 2.25936480e+07 4.78984326e+03 1.38376062e+03
46 30 28 2.23620644e+01 4.34838142e+01 4.90490913e+01 1.66181250e+04 7.10945703e+03 2.40249360e+07 2.50788745e+03 2.35180347e+03
46 30 30 2.23620644e+01 4.34838142e+01 4.34838142e+01 1.53521338e+04 6.86135547e+03 2.58221280e+07 1.61542004e+03 1.93197852e+03
46 32 14 2.23620644e+01 3.97891655e+01 1.31471008e+02 3.08146465e+04 1.06191426e+04 6.31349800e+06 1.53190732e+04 8.38167969e+03
46 32 16 2.23620644e+01 3.97891655e+01 1.04202759e+02 2.52570117e+04 9.40351562e+03 1.44330970e+07 9.25976465e+03 2.52700391e+03
46 32 18 2.23620644e+01 3.97891655e+01 8.87933197e+01 2.26224199e+04 8.71655859e+03 1.68136080e+07 7.66714648e+03 2.57206055e+02
46 32 20 2.23620644e+01 3.97891655e+01 7.83916702e+01 2.08897070e+04 8.25284961e+03 1.86967680e+07 6.57450439e+03 1.11224353e+03
46 32 22 2.23620644e+01 3.97891655e+01 7.16902695e+01 1.97664453e+04 7.95409912e+03 2.03526720e+07 3.25409302e+03 2.15265039e+03
46 32 24 2.23620644e+01 3.97891655e+01 6.20309181e+01 1.79057383e+04 7.52348193e+03 2.21976240e+07 3.13692871e+03 2.36536514e+02
46 32 26 2.23620644e+01 3.97891655e+01 5.08500633e+01 1.64362363e+04 7.02503613e+03 2.43373680e+07 3.65794775e+03 1.01425470e+03
46 32 28 2.23620644e+01 3.97891655e+01 4.90490913e+01 1.56063076e+04 6.94474854e+03 2.58782900e+07 2.32764355e+03 -2.75603210e+02
46 32 30 2.23620644e+01 3.97891655e+01 4.34838142e+01 1.49560869e+04 6.69664648e+03 2.78013100e+07 1.73952454e+03 2.02318924e+02
46 32 32 2.23620644e+01 3.97891655e+01 3.97891655e+01 1.46407197e+04 6.53193799e+03 2.99440320e+07 1.47384460e+03 -8.26112244e+02
46 34 12 2.23620644e+01 3.51401558e+01 1.56465820e+02 3.11106621e+04 1.15261650e+04 5.78587400e+06 1.40651367e+04 2.75243555e+03
46 34 14 2.23620644e+01 3.51401558e+01 1.31471008e+02 2.89914980e+04 1.04118887e+04 1.34503260e+07 1.39592490e+04 5.12966113e+03
46 34 16 2.23620644e+01 3.51401558e+01 1.04202759e+02 2.36644531e+04 9.19626172e+03 1.56574800e+07 8.27292578e+03 3.68622485e+03
46 34 18 2.23620644e+01 3.51401558e+01 8.87933197e+01 2.09328359e+04 8.50930469e+03 1.78244640e+07 4.38244189e+03 2.67028662e+03
46 34 20 2.23620644e+01 3.51401558e+01 7.83916702e+01 1.96038086e+04 8.04559521e+03 1.98129120e+07 2.88387744e+03 -2.72420703e+03
46 34 22 2.23620644e+01 3.51401558e+01 7.16902695e+01 1.90630234e+04 7.74684473e+03 2.15661840e+07 3.96909180e+03 -7.99576355e+02
46 34 24 2.23620644e+01 3.51401558e+01 6.20309181e+01 1.76690273e+04 7.31622803e+03 2.35177680e+07 2.96112207e+03 -2.37052994e+02
46 34 26 2.23620644e+01 3.51401558e+01 5.08500633e+01 1.54866914e+04 6.81778223e+03 2.57849520e+07 2.52090259e+03 -1.07254395e+03
46 34 28 2.23620644e+01 3.51401558e+01 4.90490913e+01 1.51242090e+04 6.73749414e+03 2.74289760e+07 2.00784375e+03 9.40782959e+02
46 34 30 2.23620644e+01 3.51401558e+01 4.34838142e+01 1.44480664e+04 6.48939258e+03 2.94581760e+07 1.96820398e+03 1.48871460e+03
46 34 32 2.23620644e+01 3.51401558e+01 3.97891655e+01 1.39836338e+04 6.32468359e+03 3.17260320e+07 2.89775366e+03 3.62371552e+02
46 34 34 2.23620644e+01 3.51401558e+01 3.51401558e+01 1.30081992e+04 6.11742969e+03 3.36168240e+07 2.10342920e+03 -9.87571869e+01
46 36 10 2.23620644e+01 3.17435570e+01 1.90377258e+02 3.52836641e+04 1.28865254e+04 5.14080200e+06 1.39619570e+04 1.90352039e+03
46 36 12 2.23620644e+01 3.17435570e+01 1.56465820e+02 3.03528242e+04 1.13747432e+04 1.21447620e+07 1.29268320e+04 6.51514990e+03
46 36 14 2.23620644e+01 3.17435570e+01 1.31471008e+02 2.63490391e+04 1.02604668e+04 1.45115760e+07 9.11371582e+03 -2.12387671e+03
46 36 16 2.23620644e+01 3.17435570e+01 1.04202759e+02 2.18217754e+04 9.04483984e+03 1.65333350e+07 5.90470117e+03 2.25817651e+03
46 36 18 2.23620644e+01 3.17435570e+01 8.87933197e+01 2.03404492e+04 8.35788281e+03 1.88093040e+07 3.50067383e+03 -1.57118286e+03
46 36 20 2.23620644e+01 3.17435570e+01 7.83916702e+01 1.85969805e+04 7.89417383e+03 2.08979760e+07 3.24447949e+03 7.54929504e+02
46 36 22 2.23620644e+01 3.17435570e+01 7.16902695e+01 1.76644492e+04 7.59542334e+03 2.27561280e+07 3.43329419e+03 -4.29781738e+02
46 36 24 2.23620644e+01 3.17435570e+01 6.20309181e+01 1.59868232e+04 7.16480664e+03 2.48289820e+07 2.91864551e+03 1.22008997e+03
46 36 26 2.23620644e+01 3.17435570e+01 5.08500633e+01 1.46319355e+04 6.66636035e+03 2.72016480e+07 3.17983838e+03 -7.80918213e+02
46 36 28 2.23620644e+01 3.17435570e+01 4.90490913e+01 1.47690996e+04 6.58607275e+03 2.89363920e+07 1.87089771e+03 7.36424072e+02
46 36 30 2.23620644e+01 3.17435570e+01 4.34838142e+01 1.39357266e+04 6.33797070e+03 3.10847520e+07 1.46210681e+03 7.20484375e+02
46 36 32 2.23620644e+01 3.17435570e+01 3.97891655e+01 1.36208613e+04 6.17326221e+03 3.34674980e+07 2.45134814e+03 -8.10399414e+02
46 36 34 2.23620644e+01 3.17435570e+01 3.51401558e+01 1.24038281e+04 5.96600830e+03 3.54849600e+07 1.02053583e+03 5.69190857e+02
46 36 36 2.23620644e+01 3.17435570e+01 3.17435570e+01 1.27158701e+04 5.81458643e+03 3.74217840e+07 2.26444849e+03 7.01295837e+02
46 38 8 2.23620644e+01 3.00066967e+01 2.20283844e+02 3.79038906e+04 1.41423408e+04 4.22201000e+06 9.64894336e+03 3.25549316e+03
46 38 10 2.23620644e+01 3.00066967e+01 1.90377258e+02 3.31786562e+04 1.28090957e+04 1.07866860e+07 1.09499014e+04 1.96280164e+03
46 38 12 2.23620644e+01 3.00066967e+01 1.56465820e+02 2.96299727e+04 1.12973135e+04 1.30709770e+07 9.61638965e+03 3.04622266e+03
46 38 14 2.23620644e+01 3.00066967e+01 1.31471008e+02 2.50768984e+04 1.01830371e+04 1.52804400e+07 6.44225879e+03 2.63295068e+03
46 38 16 2.23620644e+01 3.00066967e+01 1.04202759e+02 2.13341758e+04 8.96741016e+03 1.74013200e+07 4.20542969e+03 3.24516998e+02
46 38 18 2.23620644e+01 3.00066967e+01 8.87933197e+01 1.96265352e+04 8.28045312e+03 1.97875920e+07 2.71272729e+03 1.35289111e+03
46 38 20 2.23620644e+01 3.00066967e+01 7.83916702e+01 1.82889629e+04 7.81674414e+03 2.20003440e+07 3.80895117e+03 2.10771042e+02
46 38 22 2.23620644e+01 3.00066967e+01 7.16902695e+01 1.69557812e+04 7.51799365e+03 2.39500560e+07 2.71700879e+03 -3.94878540e+02
46 38 24 2.23620644e+01 3.00066967e+01 6.20309181e+01 1.61914131e+04 7.08737695e+03 2.61253440e+07 1.99942395e+03 -3.52480194e+02
46 38 26 2.23620644e+01 3.00066967e+01 5.08500633e+01 1.48668379e+04 6.58893066e+03 2.86320240e+07 2.36945850e+03 -2.35984283e+02
46 38 28 2.23620644e+01 3.00066967e+01 4.90490913e+01 1.44615195e+04 6.50864307e+03 3.04538160e+07 2.63296655e+03 -6.35039612e+02
46 38 30 2.23620644e+01 3.00066967e+01 4.34838142e+01 1.35796592e+04 6.26054102e+03 3.27109460e+07 1.96318726e+03 -3.63859619e+02
46 38 32 2.23620644e+01 3.00066967e+01 3.97891655e+01 1.28714219e+04 6.09583252e+03 3.52445520e+07 1.99061292e+03 2.61507385e+02
46 38 34 2.23620644e+01 3.00066967e+01 3.51401558e+01 1.24816758e+04 5.88857812e+03 3.73380000e+07 1.86648438e+03 3.86872101e+02
46 38 36 2.23620644e+01 3.00066967e+01 3.17435570e+01 1.24085918e+04 5.73715674e+03 3.94024800e+07 1.64350281e+03 -4.00582550e+02
46 38 38 2.23620644e+01 3.00066967e+01 3.00066967e+01 1.25844863e+04 5.65972705e+03 4.14644400e+07 1.71220923e+03 2.10907471e+02
46 40 6 2.23620644e+01 2.68786259e+01 3.13019745e+02 4.84221445e+04 1.81370859e+04 3.22432600e+06 3.15292344e+04 9.70664551e+03
46 40 8 2.23620644e+01 2.68786259e+01 2.20283844e+02 3.74118281e+04 1.40028906e+04 9.01773000e+06 9.18794629e+03 1.73412158e+03
46 40 10 2.23620644e+01 2.68786259e+01 1.90377258e+02 3.27133145e+04 1.26696455e+04 1.16128560e+07 7.00093066e+03 -1.66183728e+03
46 40 12 2.23620644e+01 2.68786259e+01 1.56465820e+02 2.72569512e+04 1.11578633e+04 1.37621770e+07 4.71265869e+03 -1.30579822e+03
46 40 14 2.23620644e+01 2.68786259e+01 1.31471008e+02 2.39899688e+04 1.00435869e+04 1.60850880e+07 4.53843848e+03 -7.56762146e+02
46 40 16 2.23620644e+01 2.68786259e+01 1.04202759e+02 2.03138203e+04 8.82795996e+03 1.83102720e+07 3.02948877e+03 -2.53530005e+03
46 40 18 2.23620644e+01 2.68786259e+01 8.87933197e+01 1.91638789e+04 8.14100244e+03 2.08249200e+07 3.30435254e+03 -3.56288025e+02
46 40 20 2.23620644e+01 2.68786259e+01 7.83916702e+01 1.71321094e+04 7.67729395e+03 2.31485280e+07 5.51416382e+02 -4.89658997e+02
46 40 22 2.23620644e+01 2.68786259e+01 7.16902695e+01 1.71995762e+04 7.37854346e+03 2.52037660e+07 2.37740210e+03 3.99873260e+02
46 40 24 2.23620644e+01 2.68786259e+01 6.20309181e+01 1.48035713e+04 6.94792627e+03 2.74826140e+07 1.73196436e+03 1.48433304e+02
46 40 26 2.23620644e+01 2.68786259e+01 5.08500633e+01 1.39918594e+04 6.44948047e+03 3.01335100e+07 1.74165820e+03 9.37452637e+02
46 40 28 2.23620644e+01 2.68786259e+01 4.90490913e+01 1.37769893e+04 6.36919238e+03 3.20321760e+07 2.15159302e+03 1.00263544e+03
46 40 30 2.23620644e+01 2.68786259e+01 4.34838142e+01 1.31539492e+04 6.12109082e+03 3.44379840e+07 2.28097729e+03 1.34652966e+03
46 40 32 2.23620644e+01 2.68786259e+01 3.97891655e+01 1.31507988e+04 5.95638232e+03 3.70787520e+07 2.12557642e+03 -3.43326988e+01
46 40 34 2.23620644e+01 2.68786259e+01 3.51401558e+01 1.20862754e+04 5.74912793e+03 3.92822400e+07 1.17225134e+03 1.00348248e+03
46 40 36 2.23620644e+01 2.68786259e+01 3.17435570e+01 1.14675049e+04 5.59770654e+03 4.14581760e+07 9.71351990e+02 7.15208435e+02
46 40 38 2.23620644e+01 2.68786259e+01 3.00066967e+01 1.17827178e+04 5.52027686e+03 4.36323840e+07 1.47665234e+03 1.25934204e+03
46 40 40 2.23620644e+01 2.68786259e+01 2.68786259e+01 1.11352949e+04 5.38082666e+03 4.59103200e+07 2.52573999e+03 2.42309311e+02
46 42 4 2.23620644e+01 2.54030800e+01 3.98782349e+02 5.77004102e+04 2.18946289e+04 2.29197800e+06 2.26073848e+04 1.16502236e+04
46 42 6 2.23620644e+01 2.54030800e+01 3.13019745e+02 4.78773477e+04 1.80713066e+04 6.99019400e+06 1.87654863e+04 2.90801562e+03
46 42 8 2.23620644e+01 2.54030800e+01 2.20283844e+02 3.52190625e+04 1.39371104e+04 9.76152000e+06 4.55246777e+03 2.30388452e+03
46 42 10 2.23620644e+01 2.54030800e+01 1.90377258e+02 3.04620176e+04 1.26038652e+04 1.22672400e+07 1.27830286e+03 -6.81758789e+02
46 42 12 2.23620644e+01 2.54030800e+01 1.56465820e+02 2.65814453e+04 1.10920830e+04 1.45167110e+07 3.06284424e+03 -9.11157455e+01
46 42 14 2.23620644e+01 2.54030800e+01 1.31471008e+02 2.35031543e+04 9.97780664e+03 1.69688160e+07 5.94772754e+03 -1.39477356e+03
46 42 16 2.23620644e+01 2.54030800e+01 1.04202759e+02 1.95099551e+04 8.76217969e+03 1.93200000e+07 2.40710181e+03 6.96412430e+01
46 42 18 2.23620644e+01 2.54030800e+01 8.87933197e+01 1.80837930e+04 8.07522217e+03 2.19756480e+07 1.78617444e+03 1.06522815e+03
46 42 20 2.23620644e+01 2.54030800e+01 7.83916702e+01 1.66971172e+04 7.61151367e+03 2.44295520e+07 1.54379785e+03 1.37080652e+03
46 42 22 2.23620644e+01 2.54030800e+01 7.16902695e+01 1.59707822e+04 7.31276318e+03 2.65935360e+07 3.34956818e+02 -1.51641382e+03
46 42 24 2.23620644e+01 2.54030800e+01 6.20309181e+01 1.51783994e+04 6.88214600e+03 2.90103360e+07 2.00511865e+03 5.64759583e+02
46 42 26 2.23620644e+01 2.54030800e+01 5.08500633e+01 1.38615547e+04 6.38370020e+03 3.18002400e+07 1.28157935e+03 -8.44197006e+01
46 42 28 2.23620644e+01 2.54030800e+01 4.90490913e+01 1.38927949e+04 6.30341211e+03 3.38211840e+07 1.96105151e+03 -4.65184845e+02
46 42 30 2.23620644e+01 2.54030800e+01 4.34838142e+01 1.27772500e+04 6.05531055e+03 3.63318480e+07 1.22271533e+03 5.24822632e+02
46 42 32 2.23620644e+01 2.54030800e+01 3.97891655e+01 1.25066611e+04 5.89060205e+03 3.91251840e+07 1.26317896e+03 -4.43913788e+02
46 42 34 2.23620644e+01 2.54030800e+01 3.51401558e+01 1.21324375e+04 5.68334766e+03 4.14689040e+07 5.94594482e+02 1.06021509e+03
46 42 36 2.23620644e+01 2.54030800e+01 3.17435570e+01 1.18357256e+04 5.53192627e+03 4.37483760e+07 1.47839709e+03 9.42907562e+01
46 42 38 2.23620644e+01 2.54030800e+01 3.00066967e+01 1.15768994e+04 5.45449658e+03 4.60405920e+07 9.37570068e+02 5.61937195e+02
46 42 40 2.23620644e+01 2.54030800e+01 2.68786259e+01 1.12428691e+04 5.31504590e+03 4.84486560e+07 1.58207336e+03 -3.96307793e+01
46 42 42 2.23620644e+01 2.54030800e+01 2.54030800e+01 1.12969209e+04 5.24926562e+03 5.11446720e+07 1.78290771e+03 7.50510864e+02
46 44 2 2.23620644e+01 2.31366482e+01 6.35353516e+02 7.57157656e+04 3.23400039e+04 1.13315600e+06 1.08657148e+04 1.87984629e+04
46 44 4 2.23620644e+01 2.31366482e+01 3.98782349e+02 5.66285547e+04 2.17935898e+04 4.93117400e+06 1.67777090e+04 5.20522998e+03
46 44 6 2.23620644e+01 2.31366482e+01 3.13019745e+02 4.36659492e+04 1.79702676e+04 7.53520800e+06 4.59133740e+03 3.82488785e+01
46 44 8 2.23620644e+01 2.31366482e+01 2.20283844e+02 3.29556211e+04 1.38360723e+04 1.02614880e+07 3.48350830e+02 -1.62805191e+02
46 44 10 2.23620644e+01 2.31366482e+01 1.90377258e+02 2.92930801e+04 1.25028271e+04 1.28892000e+07 2.18103052e+03 7.12816956e+02
46 44 12 2.23620644e+01 2.31366482e+01 1.56465820e+02 2.63719258e+04 1.09910449e+04 1.52615040e+07 8.01830139e+02 -1.27662244e+03
46 44 14 2.23620644e+01 2.31366482e+01 1.31471008e+02 2.23566816e+04 9.87676855e+03 1.78340400e+07 9.19812195e+02 6.35592773e+02
46 44 16 2.23620644e+01 2.31366482e+01 1.04202759e+02 1.99637559e+04 8.66114160e+03 2.03114400e+07 2.86641162e+03 4.45566711e+02
46 44 18 2.23620644e+01 2.31366482e+01 8.87933197e+01 1.72760879e+04 7.97418408e+03 2.30975520e+07 4.07819153e+02 2.43389542e+02
46 44 20 2.23620644e+01 2.31366482e+01 7.83916702e+01 1.63396191e+04 7.51047559e+03 2.56802880e+07 1.66441736e+03 2.20838959e+02
46 44 22 2.23620644e+01 2.31366482e+01 7.16902695e+01 1.57274531e+04 7.21172461e+03 2.79576720e+07 1.59819336e+03 5.35899536e+02
46 44 24 2.23620644e+01 2.31366482e+01 6.20309181e+01 1.44923135e+04 6.78110791e+03 3.04927200e+07 1.55358838e+03 3.36748657e+02
46 44 26 2.23620644e+01 2.31366482e+01 5.08500633e+01 1.32629756e+04 6.28266211e+03 3.34197620e+07 9.87144653e+02 3.05998260e+02
46 44 28 2.23620644e+01 2.31366482e+01 4.90490913e+01 1.31832100e+04 6.20237402e+03 3.55490400e+07 1.78229956e+03 -6.28638672e+02
46 44 30 2.23620644e+01 2.31366482e+01 4.34838142e+01 1.30113730e+04 5.95427246e+03 3.81890160e+07 9.73428162e+02 5.52959961e+02
46 44 32 2.23620644e+01 2.31366482e+01 3.97891655e+01 1.25268906e+04 5.78956348e+03 4.11309840e+07 6.51701477e+02 4.42624634e+02
46 44 34 2.23620644e+01 2.31366482e+01 3.51401558e+01 1.18562568e+04 5.58230957e+03 4.35865920e+07 1.66334534e+03 1.24868079e+03
46 44 36 2.23620644e+01 2.31366482e+01 3.17435570e+01 1.11911494e+04 5.43088818e+03 4.59817920e+07 1.07653296e+03 -6.29308899e+02
46 44 38 2.23620644e+01 2.31366482e+01 3.00066967e+01 1.14428242e+04 5.35345801e+03 4.83941520e+07 6.37835876e+02 -2.66644684e+02
46 44 40 2.23620644e+01 2.31366482e+01 2.68786259e+01 1.10839170e+04 5.21400781e+03 5.09283360e+07 1.00844617e+03 3.36734650e+02
46 44 42 2.23620644e+01 2.31366482e+01 2.54030800e+01 1.09711699e+04 5.14822754e+03 5.37412560e+07 1.74468286e+03 7.48080933e+02
46 44 44 2.23620644e+01 2.31366482e+01 2.31366482e+01 1.05311689e+04 5.04718945e+03 5.64958800e+07 -2.77701893e+01 5.29788086e+02
46 46 2 2.23620644e+01 2.23620644e+01 6.35353516e+02 8.23975859e+04 3.23054727e+04 2.10664000e+06 1.87876699e+04 6.99240625e+03
46 46 4 2.23620644e+01 2.23620644e+01 3.98782349e+02 5.42948984e+04 2.17590586e+04 5.23207200e+06 6.74754492e+03 7.88965637e+02
46 46 6 2.23620644e+01 2.23620644e+01 3.13019745e+02 4.32210898e+04 1.79357363e+04 7.79399950e+06 -2.92904736e+03 7.81391846e+03
46 46 8 2.23620644e+01 2.23620644e+01 2.20283844e+02 3.33433516e+04 1.38015410e+04 1.06106640e+07 1.18590784e+03 2.46275488e+03
46 46 10 2.23620644e+01 2.23620644e+01 1.90377258e+02 2.83377637e+04 1.24682959e+04 1.33283280e+07 2.67485791e+03 7.17103394e+02
46 46 12 2.23620644e+01 2.23620644e+01 1.56465820e+02 2.67473887e+04 1.09565137e+04 1.57715520e+07 -1.17786102e+02 -1.68536816e+03
46 46 14 2.23620644e+01 2.23620644e+01 1.31471008e+02 2.30685195e+04 9.84223730e+03 1.84465440e+07 8.68917770e+01 3.04926971e+02
46 46 16 2.23620644e+01 2.23620644e+01 1.04202759e+02 1.94565176e+04 8.62661035e+03 2.09885280e+07 2.43570410e+03 2.75915131e+02
46 46 18 2.23620644e+01 2.23620644e+01 8.87933197e+01 1.72445469e+04 7.93965283e+03 2.38943280e+07 2.64028076e+03 4.55784180e+03
46 46 20 2.23620644e+01 2.23620644e+01 7.83916702e+01 1.67112520e+04 7.47594434e+03 2.65447680e+07 1.34923584e+03 2.19911963e+03
46 46 22 2.23620644e+01 2.23620644e+01 7.16902695e+01 1.55097871e+04 7.17719336e+03 2.89010160e+07 2.50879346e+03 1.51255432e+03
